task_display,task,strategy,seed,emotion,f1,baseline_f1,delta_vs_text_f1
forecast,forecast_next,text_plus_vadbert_global,12,fear,0.5223124926409984,0.5260907695680772,-0.0037782769270787
forecast,forecast_next,text_plus_vadbert_global,12,surprise,0.6957989791912054,0.6954029850746268,0.0003959941165785
forecast,forecast_next,text_plus_vadbert_global,12,sadness,0.5186046511627908,0.5241635687732342,-0.0055589176104434
forecast,forecast_next,text_plus_vadbert_global,12,disgust,0.4660350088325036,0.4744165821133497,-0.0083815732808461
forecast,forecast_next,text_plus_vadbert_global,12,anger,0.4640831758034026,0.4615003304692663,0.0025828453341362
forecast,forecast_next,text_plus_vadbert_global,12,anticipation,0.7414648274863329,0.7408970208431851,0.0005678066431478
forecast,forecast_next,text_plus_vadbert_global,24,joy,0.624487817773274,0.6274907674201534,-0.0030029496468794
forecast,forecast_next,text_plus_vadbert_global,24,trust,0.5891696120783698,0.592465016146394,-0.0032954040680241
forecast,forecast_next,text_plus_vadbert_global,24,fear,0.5233665559246955,0.5243066216354518,-0.0009400657107563
forecast,forecast_next,text_plus_vadbert_global,24,surprise,0.7009846785537771,0.6999925777480888,0.0009921008056883
forecast,forecast_next,text_plus_vadbert_global,24,sadness,0.5091226187281996,0.5241813449549059,-0.0150587262267062
forecast,forecast_next,text_plus_vadbert_global,24,disgust,0.4730284775465498,0.467055264517081,0.0059732130294687
forecast,forecast_next,text_plus_vadbert_global,24,anger,0.4670622242507226,0.4661990747649605,0.0008631494857621
forecast,forecast_next,text_plus_vadbert_global,24,anticipation,0.7426650590083671,0.7452498745249875,-0.0025848155166203
forecast,forecast_next,text_plus_vadbert_global,42,joy,0.623429662183158,0.6047223213830384,0.0187073408001196
forecast,forecast_next,text_plus_vadbert_global,42,trust,0.5903789445887064,0.5889797947837092,0.0013991498049972
forecast,forecast_next,text_plus_vadbert_global,42,fear,0.5253944020356234,0.5222854433380749,0.0031089586975484
forecast,forecast_next,text_plus_vadbert_global,42,surprise,0.7007034263671432,0.6979955281842074,0.0027078981829358
forecast,forecast_next,text_plus_vadbert_global,42,sadness,0.5254096660443891,0.5288151771864933,-0.0034055111421041
forecast,forecast_next,text_plus_vadbert_global,42,disgust,0.4703065134099617,0.4759331674369001,-0.0056266540269384
forecast,forecast_next,text_plus_vadbert_global,42,anger,0.4719366490691858,0.4721105343957891,-0.0001738853266032
forecast,forecast_next,text_plus_vadbert_global,42,anticipation,0.7421205467809335,0.7413329403529455,0.000787606427988
forecast,forecast_next,text_plus_vadbert_global,73,joy,0.6278065261087115,0.6287100221984707,-0.0009034960897592
forecast,forecast_next,text_plus_vadbert_global,73,trust,0.5891330330054243,0.5884339383706205,0.0006990946348037
forecast,forecast_next,text_plus_vadbert_global,73,fear,0.5249529458734957,0.5228357593258295,0.0021171865476662
forecast,forecast_next,text_plus_vadbert_global,73,surprise,0.6973490719764716,0.7023964474389404,-0.0050473754624688
forecast,forecast_next,text_plus_vadbert_global,73,sadness,0.5249666531346053,0.5177807571984933,0.007185895936112
forecast,forecast_next,text_plus_vadbert_global,73,disgust,0.4769023569023569,0.4727662616154396,0.0041360952869172
forecast,forecast_next,text_plus_vadbert_global,73,anger,0.4755370310997114,0.4734408033826638,0.0020962277170475
forecast,forecast_next,text_plus_vadbert_global,73,anticipation,0.743927927927928,0.742306428649655,0.0016214992782729
forecast,forecast_next,text_plus_vadbert_global,105,joy,0.6186646717785674,0.6148141104877817,0.0038505612907857
forecast,forecast_next,text_plus_vadbert_global,105,trust,0.5887132779712474,0.5852684376741594,0.003444840297088
forecast,forecast_next,text_plus_vadbert_global,105,fear,0.5220028544243578,0.5279835860025077,-0.0059807315781499
forecast,forecast_next,text_plus_vadbert_global,105,surprise,0.7005701603336777,0.6987013987900274,0.0018687615436503
forecast,forecast_next,text_plus_vadbert_global,105,sadness,0.5228189611699445,0.5253802340864994,-0.0025612729165548
forecast,forecast_next,text_plus_vadbert_global,105,disgust,0.4762474254202378,0.4817686638897789,-0.005521238469541
forecast,forecast_next,text_plus_vadbert_global,105,anger,0.4682255056663319,0.4784278581487645,-0.0102023524824326
forecast,forecast_next,text_plus_vadbert_global,105,anticipation,0.7428448151876887,0.7411628075778471,0.0016820076098416
forecast,forecast_next,text_plus_vadbert_emoflow,12,joy,0.61945801015034,0.6204839563188531,-0.0010259461685131
forecast,forecast_next,text_plus_vadbert_emoflow,12,trust,0.590652557319224,0.5849166910260157,0.0057358662932082
forecast,forecast_next,text_plus_vadbert_emoflow,12,fear,0.5253331950422652,0.5260907695680772,-0.000757574525812
forecast,forecast_next,text_plus_vadbert_emoflow,12,surprise,0.69869170880488,0.6954029850746268,0.0032887237302531
forecast,forecast_next,text_plus_vadbert_emoflow,12,sadness,0.5245882000598981,0.5241635687732342,0.0004246312866639
forecast,forecast_next,text_plus_vadbert_emoflow,12,disgust,0.4694184995480566,0.4744165821133497,-0.0049980825652931
forecast,forecast_next,text_plus_vadbert_emoflow,12,anger,0.462390051562026,0.4615003304692663,0.0008897210927596
forecast,forecast_next,text_plus_vadbert_emoflow,12,anticipation,0.7417981467568244,0.7408970208431851,0.0009011259136393
forecast,forecast_next,text_plus_vadbert_emoflow,24,joy,0.6273626567744215,0.6274907674201534,-0.0001281106457319
forecast,forecast_next,text_plus_vadbert_emoflow,24,trust,0.5897660562516429,0.592465016146394,-0.0026989598947511
forecast,forecast_next,text_plus_vadbert_emoflow,24,fear,0.5129107243827354,0.5243066216354518,-0.0113958972527163
forecast,forecast_next,text_plus_vadbert_emoflow,24,surprise,0.699783859032128,0.6999925777480888,-0.0002087187159607
forecast,forecast_next,text_plus_vadbert_emoflow,24,sadness,0.5238610409905037,0.5241813449549059,-0.0003203039644021
forecast,forecast_next,text_plus_vadbert_emoflow,24,disgust,0.4647598816478264,0.467055264517081,-0.0022953828692546
forecast,forecast_next,text_plus_vadbert_emoflow,24,anger,0.4677750265298903,0.4661990747649605,0.0015759517649298
forecast,forecast_next,text_plus_vadbert_emoflow,24,anticipation,0.7431589394583865,0.7452498745249875,-0.0020909350666009
forecast,forecast_next,text_plus_vadbert_emoflow,42,joy,0.6260539442899395,0.6047223213830384,0.0213316229069011
forecast,forecast_next,text_plus_vadbert_emoflow,42,trust,0.5842078261275128,0.5889797947837092,-0.0047719686561964
forecast,forecast_next,text_plus_vadbert_emoflow,42,fear,0.5219277673545967,0.5222854433380749,-0.0003576759834782
forecast,forecast_next,text_plus_vadbert_emoflow,42,surprise,0.6997496356638392,0.6979955281842074,0.0017541074796317
forecast,forecast_next,text_plus_vadbert_emoflow,42,sadness,0.5292494182585638,0.5288151771864933,0.0004342410720704
forecast,forecast_next,text_plus_vadbert_emoflow,42,disgust,0.4697677762599755,0.4759331674369001,-0.0061653911769245
forecast,forecast_next,text_plus_vadbert_emoflow,42,anger,0.4725236745697104,0.4721105343957891,0.0004131401739212
forecast,forecast_next,text_plus_vadbert_emoflow,42,anticipation,0.7443116359447005,0.7413329403529455,0.002978695591755
forecast,forecast_next,text_plus_vadbert_emoflow,73,joy,0.6281402574345317,0.6287100221984707,-0.0005697647639389
forecast,forecast_next,text_plus_vadbert_emoflow,73,trust,0.5942370021755539,0.5884339383706205,0.0058030638049333
forecast,forecast_next,text_plus_vadbert_emoflow,73,fear,0.5246263883235448,0.5228357593258295,0.0017906289977153
forecast,forecast_next,text_plus_vadbert_emoflow,73,surprise,0.7037933817594835,0.7023964474389404,0.0013969343205431
forecast,forecast_next,text_plus_vadbert_emoflow,73,sadness,0.5212832355511172,0.5177807571984933,0.0035024783526239
forecast,forecast_next,text_plus_vadbert_emoflow,73,disgust,0.4807982669205015,0.4727662616154396,0.0080320053050619
forecast,forecast_next,text_plus_vadbert_emoflow,73,anger,0.4746348962336664,0.4734408033826638,0.0011940928510025
forecast,forecast_next,text_plus_vadbert_emoflow,73,anticipation,0.7441111190663707,0.742306428649655,0.0018046904167157
forecast,forecast_next,text_plus_vadbert_emoflow,105,joy,0.6253020365895754,0.6148141104877817,0.0104879261017937
forecast,forecast_next,text_plus_vadbert_emoflow,105,trust,0.5861433572876359,0.5852684376741594,0.0008749196134765
forecast,forecast_next,text_plus_vadbert_emoflow,105,fear,0.5239041496201052,0.5279835860025077,-0.0040794363824024
forecast,forecast_next,text_plus_vadbert_emoflow,105,surprise,0.701750414969066,0.6987013987900274,0.0030490161790386
forecast,forecast_next,text_plus_vadbert_emoflow,105,sadness,0.5237315875613748,0.5253802340864994,-0.0016486465251245
forecast,forecast_next,text_plus_vadbert_emoflow,105,disgust,0.4767657992565056,0.4817686638897789,-0.0050028646332733
forecast,forecast_next,text_plus_vadbert_emoflow,105,anger,0.4743336287408821,0.4784278581487645,-0.0040942294078823
forecast,forecast_next,text_plus_vadbert_emoflow,105,anticipation,0.7429378531073446,0.7411628075778471,0.0017750455294974
forecast,forecast_next,text_plus_all_affective,12,joy,0.6188949651140864,0.6204839563188531,-0.0015889912047667
forecast,forecast_next,text_plus_all_affective,12,trust,0.5871792461697528,0.5849166910260157,0.002262555143737
forecast,forecast_next,text_plus_all_affective,12,fear,0.5263619904537225,0.5260907695680772,0.0002712208856452
forecast,forecast_next,text_plus_all_affective,12,surprise,0.701601389156859,0.6954029850746268,0.0061984040822321
forecast,forecast_next,text_plus_all_affective,12,sadness,0.528629395852119,0.5241635687732342,0.0044658270788847
forecast,forecast_next,text_plus_all_affective,12,disgust,0.4736495870184928,0.4744165821133497,-0.0007669950948569
forecast,forecast_next,text_plus_all_affective,12,anger,0.4704739123934818,0.4615003304692663,0.0089735819242154
forecast,forecast_next,text_plus_all_affective,12,anticipation,0.7424476295479603,0.7408970208431851,0.0015506087047751
forecast,forecast_next,text_plus_all_affective,24,joy,0.6241622894403188,0.6274907674201534,-0.0033284779798345
forecast,forecast_next,text_plus_all_affective,24,trust,0.5879399365259818,0.592465016146394,-0.0045250796204122
forecast,forecast_next,text_plus_all_affective,24,fear,0.5265383572783953,0.5243066216354518,0.0022317356429434
forecast,forecast_next,text_plus_all_affective,24,surprise,0.7004117041611527,0.6999925777480888,0.0004191264130639
forecast,forecast_next,text_plus_all_affective,24,sadness,0.5290846401957513,0.5241813449549059,0.0049032952408454
forecast,forecast_next,text_plus_all_affective,24,disgust,0.4769874476987448,0.467055264517081,0.0099321831816637
forecast,forecast_next,text_plus_all_affective,24,anger,0.4680983504512916,0.4661990747649605,0.0018992756863311
forecast,forecast_next,text_plus_all_affective,24,anticipation,0.7408113159148375,0.7452498745249875,-0.0044385586101499
forecast,forecast_next,text_plus_all_affective,42,joy,0.6248595189930322,0.6047223213830384,0.0201371976099937
forecast,forecast_next,text_plus_all_affective,42,trust,0.5873145436212609,0.5889797947837092,-0.0016652511624483
forecast,forecast_next,text_plus_all_affective,42,fear,0.5255335174491589,0.5222854433380749,0.0032480741110839
forecast,forecast_next,text_plus_all_affective,42,surprise,0.7021057056598005,0.6979955281842074,0.004110177475593
forecast,forecast_next,text_plus_all_affective,42,sadness,0.5297674418604651,0.5288151771864933,0.0009522646739718
forecast,forecast_next,text_plus_all_affective,42,disgust,0.4771537192453913,0.4759331674369001,0.0012205518084911
forecast,forecast_next,text_plus_all_affective,42,anger,0.4756978980173728,0.4721105343957891,0.0035873636215836
forecast,forecast_next,text_plus_all_affective,42,anticipation,0.7440453423276192,0.7413329403529455,0.0027124019746737
forecast,forecast_next,text_plus_all_affective,73,joy,0.6270907357656643,0.6287100221984707,-0.0016192864328063
forecast,forecast_next,text_plus_all_affective,73,trust,0.5846930665295246,0.5884339383706205,-0.0037408718410959
forecast,forecast_next,text_plus_all_affective,73,fear,0.5239563828615487,0.5228357593258295,0.0011206235357191
forecast,forecast_next,text_plus_all_affective,73,surprise,0.6983192626442568,0.7023964474389404,-0.0040771847946835
forecast,forecast_next,text_plus_all_affective,73,sadness,0.5278081891832713,0.5177807571984933,0.010027431984778
forecast,forecast_next,text_plus_all_affective,73,disgust,0.4757793155990096,0.4727662616154396,0.0030130539835699
forecast,forecast_next,text_plus_all_affective,73,anger,0.4694383454918903,0.4734408033826638,-0.0040024578907735
forecast,forecast_next,text_plus_all_affective,73,anticipation,0.7433486405714702,0.742306428649655,0.0010422119218151
forecast,forecast_next,text_plus_all_affective,105,joy,0.6240973346754781,0.6148141104877817,0.0092832241876964
forecast,forecast_next,text_plus_all_affective,105,trust,0.5878136200716846,0.5852684376741594,0.0025451823975252
forecast,forecast_next,text_plus_all_affective,105,fear,0.5284947077532718,0.5279835860025077,0.000511121750764
forecast,forecast_next,text_plus_all_affective,105,surprise,0.6988670244484197,0.6987013987900274,0.0001656256583923
forecast,forecast_next,text_plus_all_affective,105,sadness,0.5265561163181928,0.5253802340864994,0.0011758822316934
forecast,forecast_next,text_plus_all_affective,105,disgust,0.4762761101120487,0.4817686638897789,-0.0054925537777302
forecast,forecast_next,text_plus_all_affective,105,anger,0.4767742814330473,0.4784278581487645,-0.0016535767157172
forecast,forecast_next,text_plus_all_affective,105,anticipation,0.7402691361597453,0.7411628075778471,-0.0008936714181018
transition,change_subset,text_only,12,joy,0.7438275322172708,0.7438275322172708,0.0
transition,change_subset,text_only,12,trust,0.6897305639508713,0.6897305639508713,0.0
transition,change_subset,text_only,12,fear,0.6500248915439869,0.6500248915439869,0.0
transition,change_subset,text_only,12,surprise,0.8012666005009689,0.8012666005009689,0.0
transition,change_subset,text_only,12,sadness,0.677755891150507,0.677755891150507,0.0
transition,change_subset,text_only,12,disgust,0.6082712561006935,0.6082712561006935,0.0
transition,change_subset,text_only,12,anger,0.6107949646490775,0.6107949646490775,0.0
transition,change_subset,text_only,12,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_only,24,joy,0.7414251068252685,0.7414251068252685,0.0
transition,change_subset,text_only,24,trust,0.6918307145867196,0.6918307145867196,0.0
transition,change_subset,text_only,24,fear,0.6431353155714904,0.6431353155714904,0.0
transition,change_subset,text_only,24,surprise,0.8027675190500678,0.8027675190500678,0.0
transition,change_subset,text_only,24,sadness,0.6734408364627053,0.6734408364627053,0.0
transition,change_subset,text_only,24,disgust,0.6099176223550316,0.6099176223550316,0.0
transition,change_subset,text_only,24,anger,0.6056019485038274,0.6056019485038274,0.0
transition,change_subset,text_only,24,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_only,42,joy,0.7420819817163079,0.7420819817163079,0.0
transition,change_subset,text_only,42,trust,0.6914317033067414,0.6914317033067414,0.0
transition,change_subset,text_only,42,fear,0.6527690040008423,0.6527690040008423,0.0
transition,change_subset,text_only,42,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_only,42,sadness,0.675617089714006,0.675617089714006,0.0
transition,change_subset,text_only,42,disgust,0.6100032690421706,0.6100032690421706,0.0
transition,change_subset,text_only,42,anger,0.6112618166872175,0.6112618166872175,0.0
transition,change_subset,text_only,42,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_only,73,joy,0.7457690861226025,0.7457690861226025,0.0
transition,change_subset,text_only,73,trust,0.6924650727772257,0.6924650727772257,0.0
transition,change_subset,text_only,73,fear,0.6565567666373299,0.6565567666373299,0.0
transition,change_subset,text_only,73,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_only,73,sadness,0.6771500139159476,0.6771500139159476,0.0
transition,change_subset,text_only,73,disgust,0.6028831144982095,0.6028831144982095,0.0
transition,change_subset,text_only,73,anger,0.6138917262512769,0.6138917262512769,0.0
transition,change_subset,text_only,73,anticipation,0.8485257708755346,0.8485257708755346,0.0
transition,change_subset,text_only,105,joy,0.7449840069787729,0.7449840069787729,0.0
transition,change_subset,text_only,105,trust,0.6920878185246001,0.6920878185246001,0.0
transition,change_subset,text_only,105,fear,0.6569410522146676,0.6569410522146676,0.0
transition,change_subset,text_only,105,surprise,0.802852585155297,0.802852585155297,0.0
transition,change_subset,text_only,105,sadness,0.6766014549050074,0.6766014549050074,0.0
transition,change_subset,text_only,105,disgust,0.6112745098039216,0.6112745098039216,0.0
transition,change_subset,text_only,105,anger,0.616904859126174,0.616904859126174,0.0
transition,change_subset,text_only,105,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadlex_emoflow,12,joy,0.7444571291233552,0.7438275322172708,0.0006295969060843
transition,change_subset,text_plus_vadlex_emoflow,12,trust,0.6931620339797082,0.6897305639508713,0.0034314700288369
transition,change_subset,text_plus_vadlex_emoflow,12,fear,0.6577849549185844,0.6500248915439869,0.0077600633745974
transition,change_subset,text_plus_vadlex_emoflow,12,surprise,0.8028596794542311,0.8012666005009689,0.0015930789532622
transition,change_subset,text_plus_vadlex_emoflow,12,sadness,0.6713625357693155,0.677755891150507,-0.0063933553811915
transition,change_subset,text_plus_vadlex_emoflow,12,disgust,0.6038848421782865,0.6082712561006935,-0.004386413922407
transition,change_subset,text_plus_vadlex_emoflow,12,anger,0.6105136367547105,0.6107949646490775,-0.0002813278943669
transition,change_subset,text_plus_vadlex_emoflow,12,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadlex_emoflow,24,joy,0.744499274310595,0.7414251068252685,0.0030741674853265
transition,change_subset,text_plus_vadlex_emoflow,24,trust,0.6933157008896369,0.6918307145867196,0.0014849863029172
transition,change_subset,text_plus_vadlex_emoflow,24,fear,0.6563531353135313,0.6431353155714904,0.0132178197420409
transition,change_subset,text_plus_vadlex_emoflow,24,surprise,0.8030083617508291,0.8027675190500678,0.0002408427007613
transition,change_subset,text_plus_vadlex_emoflow,24,sadness,0.6746602717825739,0.6734408364627053,0.0012194353198686
transition,change_subset,text_plus_vadlex_emoflow,24,disgust,0.6083249749247743,0.6099176223550316,-0.0015926474302572
transition,change_subset,text_plus_vadlex_emoflow,24,anger,0.6041629603273438,0.6056019485038274,-0.0014389881764835
transition,change_subset,text_plus_vadlex_emoflow,24,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadlex_emoflow,42,joy,0.7439499907160982,0.7420819817163079,0.0018680089997903
transition,change_subset,text_plus_vadlex_emoflow,42,trust,0.6859135826390235,0.6914317033067414,-0.0055181206677179
transition,change_subset,text_plus_vadlex_emoflow,42,fear,0.6547556489753021,0.6527690040008423,0.0019866449744598
transition,change_subset,text_plus_vadlex_emoflow,42,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_plus_vadlex_emoflow,42,sadness,0.6741976509313983,0.675617089714006,-0.0014194387826077
transition,change_subset,text_plus_vadlex_emoflow,42,disgust,0.5976969138645786,0.6100032690421706,-0.012306355177592
transition,change_subset,text_plus_vadlex_emoflow,42,anger,0.6150424252409589,0.6112618166872175,0.0037806085537414
transition,change_subset,text_plus_vadlex_emoflow,42,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadlex_emoflow,73,joy,0.743210032138131,0.7457690861226025,-0.0025590539844715
transition,change_subset,text_plus_vadlex_emoflow,73,trust,0.690146750524109,0.6924650727772257,-0.0023183222531166
transition,change_subset,text_plus_vadlex_emoflow,73,fear,0.653775196446874,0.6565567666373299,-0.0027815701904558
transition,change_subset,text_plus_vadlex_emoflow,73,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_plus_vadlex_emoflow,73,sadness,0.673874367045299,0.6771500139159476,-0.0032756468706486
transition,change_subset,text_plus_vadlex_emoflow,73,disgust,0.609914142232302,0.6028831144982095,0.0070310277340924
transition,change_subset,text_plus_vadlex_emoflow,73,anger,0.611644708882278,0.6138917262512769,-0.0022470173689989
transition,change_subset,text_plus_vadlex_emoflow,73,anticipation,0.8489370308777923,0.8485257708755346,0.0004112600022576
transition,change_subset,text_plus_vadlex_emoflow,105,joy,0.7447874199184624,0.7449840069787729,-0.0001965870603104
transition,change_subset,text_plus_vadlex_emoflow,105,trust,0.6950898203592815,0.6920878185246001,0.0030020018346813
transition,change_subset,text_plus_vadlex_emoflow,105,fear,0.652789342214821,0.6569410522146676,-0.0041517099998465
transition,change_subset,text_plus_vadlex_emoflow,105,surprise,0.802880119693286,0.802852585155297,2.753453798898242e-05
transition,change_subset,text_plus_vadlex_emoflow,105,sadness,0.6751054852320675,0.6766014549050074,-0.0014959696729399
transition,change_subset,text_plus_vadlex_emoflow,105,disgust,0.6107600341588386,0.6112745098039216,-0.000514475645083
transition,change_subset,text_plus_vadlex_emoflow,105,anger,0.614986634474433,0.616904859126174,-0.0019182246517409
transition,change_subset,text_plus_vadlex_emoflow,105,anticipation,0.848635012163258,0.8494454671994971,-0.0008104550362391
transition,change_subset,text_plus_vadbert_global,12,joy,0.7433874709976798,0.7438275322172708,-0.000440061219591
transition,change_subset,text_plus_vadbert_global,12,trust,0.6910058946567789,0.6897305639508713,0.0012753307059075
transition,change_subset,text_plus_vadbert_global,12,fear,0.6535175163771005,0.6500248915439869,0.0034926248331136
transition,change_subset,text_plus_vadbert_global,12,surprise,0.8029360886436954,0.8012666005009689,0.0016694881427264
transition,change_subset,text_plus_vadbert_global,12,sadness,0.6739381681594915,0.677755891150507,-0.0038177229910155
transition,change_subset,text_plus_vadbert_global,12,disgust,0.6050721390805628,0.6082712561006935,-0.0031991170201307
transition,change_subset,text_plus_vadbert_global,12,anger,0.610755329414861,0.6107949646490775,-3.963523421646187e-05
transition,change_subset,text_plus_vadbert_global,12,anticipation,0.8492633848365073,0.8494454671994971,-0.0001820823629897
transition,change_subset,text_plus_vadbert_global,24,joy,0.7397599307016458,0.7414251068252685,-0.0016651761236227
transition,change_subset,text_plus_vadbert_global,24,trust,0.6924609162793505,0.6918307145867196,0.0006302016926308
transition,change_subset,text_plus_vadbert_global,24,fear,0.6534614630319671,0.6431353155714904,0.0103261474604766
transition,change_subset,text_plus_vadbert_global,24,surprise,0.8028781012007663,0.8027675190500678,0.0001105821506984
transition,change_subset,text_plus_vadbert_global,24,sadness,0.6746145059965734,0.6734408364627053,0.0011736695338681
transition,change_subset,text_plus_vadbert_global,24,disgust,0.6002576212966939,0.6099176223550316,-0.0096600010583376
transition,change_subset,text_plus_vadbert_global,24,anger,0.61,0.6056019485038274,0.0043980514961725
transition,change_subset,text_plus_vadbert_global,24,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadbert_global,42,joy,0.7457044673539519,0.7420819817163079,0.003622485637644
transition,change_subset,text_plus_vadbert_global,42,trust,0.6858710562414266,0.6914317033067414,-0.0055606470653147
transition,change_subset,text_plus_vadbert_global,42,fear,0.6571770840673666,0.6527690040008423,0.0044080800665243
transition,change_subset,text_plus_vadbert_global,42,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_plus_vadbert_global,42,sadness,0.6751981385879444,0.675617089714006,-0.0004189511260616
transition,change_subset,text_plus_vadbert_global,42,disgust,0.6091192814188932,0.6100032690421706,-0.0008839876232774
transition,change_subset,text_plus_vadbert_global,42,anger,0.6121653676719756,0.6112618166872175,0.0009035509847581
transition,change_subset,text_plus_vadbert_global,42,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadbert_global,73,joy,0.7480934511560344,0.7457690861226025,0.0023243650334319
transition,change_subset,text_plus_vadbert_global,73,trust,0.6949630785855796,0.6924650727772257,0.0024980058083539
transition,change_subset,text_plus_vadbert_global,73,fear,0.654501704431522,0.6565567666373299,-0.0020550622058078
transition,change_subset,text_plus_vadbert_global,73,surprise,0.8030083617508291,0.8030083617508291,0.0
transition,change_subset,text_plus_vadbert_global,73,sadness,0.6781537609853989,0.6771500139159476,0.0010037470694512
transition,change_subset,text_plus_vadbert_global,73,disgust,0.6119302949061662,0.6028831144982095,0.0090471804079567
transition,change_subset,text_plus_vadbert_global,73,anger,0.6180105944673338,0.6138917262512769,0.0041188682160568
transition,change_subset,text_plus_vadbert_global,73,anticipation,0.8494454671994971,0.8485257708755346,0.0009196963239624
transition,change_subset,text_plus_vadbert_global,105,joy,0.7461949814890991,0.7449840069787729,0.0012109745103262
transition,change_subset,text_plus_vadbert_global,105,trust,0.6948636878840303,0.6920878185246001,0.0027758693594301
transition,change_subset,text_plus_vadbert_global,105,fear,0.6447106990186043,0.6569410522146676,-0.0122303531960632
transition,change_subset,text_plus_vadbert_global,105,surprise,0.8030083617508291,0.802852585155297,0.0001557765955321
transition,change_subset,text_plus_vadbert_global,105,sadness,0.6783617556611686,0.6766014549050074,0.0017603007561611
transition,change_subset,text_plus_vadbert_global,105,disgust,0.6101059494702527,0.6112745098039216,-0.0011685603336689
transition,change_subset,text_plus_vadbert_global,105,anger,0.6128759716120311,0.616904859126174,-0.0040288875141428
transition,change_subset,text_plus_vadbert_global,105,anticipation,0.8491328960373798,0.8494454671994971,-0.0003125711621172
transition,change_subset,text_plus_vadbert_emoflow,12,joy,0.7424400417101147,0.7438275322172708,-0.0013874905071561
transition,change_subset,text_plus_vadbert_emoflow,12,trust,0.6914356130622304,0.6897305639508713,0.0017050491113591
transition,change_subset,text_plus_vadbert_emoflow,12,fear,0.6464541891592103,0.6500248915439869,-0.0035707023847766
transition,change_subset,text_plus_vadbert_emoflow,12,surprise,0.8021947101857062,0.8012666005009689,0.0009281096847373
transition,change_subset,text_plus_vadbert_emoflow,12,sadness,0.667601683029453,0.677755891150507,-0.010154208121054
transition,change_subset,text_plus_vadbert_emoflow,12,disgust,0.5998384636094409,0.6082712561006935,-0.0084327924912526
transition,change_subset,text_plus_vadbert_emoflow,12,anger,0.6117206770434634,0.6107949646490775,0.0009257123943859
transition,change_subset,text_plus_vadbert_emoflow,12,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadbert_emoflow,24,joy,0.7456523003547956,0.7414251068252685,0.004227193529527
transition,change_subset,text_plus_vadbert_emoflow,24,trust,0.6954583785086135,0.6918307145867196,0.0036276639218938
transition,change_subset,text_plus_vadbert_emoflow,24,fear,0.6571650686706401,0.6431353155714904,0.0140297530991496
transition,change_subset,text_plus_vadbert_emoflow,24,surprise,0.8025983736797832,0.8027675190500678,-0.0001691453702846
transition,change_subset,text_plus_vadbert_emoflow,24,sadness,0.6759277900812026,0.6734408364627053,0.0024869536184973
transition,change_subset,text_plus_vadbert_emoflow,24,disgust,0.6061821219715957,0.6099176223550316,-0.0037355003834358
transition,change_subset,text_plus_vadbert_emoflow,24,anger,0.6145479265805575,0.6056019485038274,0.00894597807673
transition,change_subset,text_plus_vadbert_emoflow,24,anticipation,0.8494454671994971,0.8494454671994971,0.0
transition,change_subset,text_plus_vadbert_emoflow,42,joy,0.7456322541233965,0.7420819817163079,0.0035502724070886
transition,change_subset,text_plus_vadbert_emoflow,42,trust,0.689650825664944,0.6914317033067414,-0.0017808776417974
transition,change_subset,text_plus_vadbert_emoflow,42,fear,0.6538704914574984,0.6527690040008423,0.0011014874566561
transition,change_subset,text_plus_vadbert_emoflow,42,surprise,0.8029162966771043,0.8030083617508291,-9.206507372483408e-05
transition,change_subset,text_plus_vadbert_emoflow,42,sadness,0.6764113655007831,0.675617089714006,0.000794275786777
transition,change_subset,text_plus_vadbert_emoflow,42,disgust,0.6045671992057045,0.6100032690421706,-0.0054360698364661
transition,change_subset,text_plus_vadbert_emoflow,42,anger,0.6139292122002936,0.6112618166872175,0.0026673955130761
transition,change_subset,text_plus_vadbert_emoflow,42,anticipation,0.8494024620361218,0.8494454671994971,-4.300516337529814e-05
transition,change_subset,text_plus_vadbert_emoflow,73,joy,0.7458848375675508,0.7457690861226025,0.0001157514449482
transition,change_subset,text_plus_vadbert_emoflow,73,trust,0.6921119592875318,0.6924650727772257,-0.0003531134896939
transition,change_subset,text_plus_vadbert_emoflow,73,fear,0.6539727988546886,0.6565567666373299,-0.0025839677826412
transition,change_subset,text_plus_vadbert_emoflow,73,surprise,0.8030083617508291,0.8030083617508291,0.0
